"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260117157,"ASST_NON_CA1919L9T032000_086","CA1919L9T032000","SACRAMENTO STEPS FORWARD","CA","2022-01-19","2022-01-19220190040136",682184
260067410,"ASST_NON_CA0970L9T131906_086","CA0970L9T131906","KINGS UNITED WAY","CA","2022-01-20","2022-01-20220200032754",-0.54
260012285,"ASST_NON_CA0014L9T001912_086","CA0014L9T001912","SANTA CLARA, COUNTY OF","CA","2022-01-20","2022-01-20220200032700",-282177
260081156,"ASST_NON_CA1384L9T001903_086","CA1384L9T001903","SANTA CLARA, COUNTY OF","CA","2022-01-20","2022-01-20220200032682",-183055
260084670,"ASST_NON_CA1528L9T001903_086","CA1528L9T001903","SANTA CLARA, COUNTY OF","CA","2022-01-20","2022-01-20220200032688",-63900
260022277,"ASST_NON_CA0102L9T021912_086","CA0102L9T021912","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-01-20","2022-01-20220200032748",-33345.27
260079096,"ASST_NON_CA1298L9T021804_086","CA1298L9T021804","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-01-20","2022-01-20220200032548",-137801.96
260093278,"ASST_NON_CA1646L9T031700_086","CA1646L9T031700","TLCS INC","CA","2022-02-10","2022-02-10220410029844",-221872.26
260024071,"ASST_NON_CA0145L9T031811_086","CA0145L9T031811","TLCS INC","CA","2022-02-10","2022-02-10220410029850",-286522.37
260081326,"ASST_NON_CA1392L9T031702_086","CA1392L9T031702","TLCS INC","CA","2022-02-10","2022-02-10220410029822",-41992.47
260093279,"ASST_NON_CA1646L9T031801_086","CA1646L9T031801","TLCS INC","CA","2022-02-10","2022-02-10220410029862",-132635.24
260025190,"ASST_NON_CA0158L9T031811_086","CA0158L9T031811","TLCS INC","CA","2022-02-10","2022-02-10220410029856",-299239.06
260024070,"ASST_NON_CA0145L9T031710_086","CA0145L9T031710","TLCS INC","CA","2022-02-10","2022-02-10220410029816",-127645.51
260084861,"ASST_NON_CA1558L9T091903_086","CA1558L9T091903","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490038643",-92271.32
260030924,"ASST_NON_CA0239L9T091912_086","CA0239L9T091912","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490038637",-287207.95
260030923,"ASST_NON_CA0239L9T091811_086","CA0239L9T091811","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037783",-274075.5
260084860,"ASST_NON_CA1558L9T091802_086","CA1558L9T091802","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037781",-89158.47
260030922,"ASST_NON_CA0239L9T091710_086","CA0239L9T091710","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037542",-326155.63
260084859,"ASST_NON_CA1558L9T091701_086","CA1558L9T091701","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037537",-59702.46
260030921,"ASST_NON_CA0239L9T091609_086","CA0239L9T091609","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2022-02-18","2022-02-18220490037400",-421140
260011790,"ASST_NON_CA0001L9T001707_086","CA0001L9T001707","SANTA CLARA, COUNTY OF","CA","2022-03-03","2022-03-03220620060838",-137723
260011822,"ASST_NON_CA0003L9T001708_086","CA0003L9T001708","SANTA CLARA, COUNTY OF","CA","2022-03-03","2022-03-03220620060844",-198966
260012283,"ASST_NON_CA0014L9T001710_086","CA0014L9T001710","SANTA CLARA, COUNTY OF","CA","2022-03-03","2022-03-03220620060850",-151000
260025191,"ASST_NON_CA0158L9T031912_086","CA0158L9T031912","TLCS INC","CA","2022-03-04","2022-03-04220630125828",-514697.33
260014211,"ASST_NON_CA0021L9T001710_086","CA0021L9T001710","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125748",-1530394
260081164,"ASST_NON_CA1385L9T001702_086","CA1385L9T001702","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125790",-791343.5
260081144,"ASST_NON_CA1380L9T001702_086","CA1380L9T001702","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125778",-2014
260078321,"ASST_NON_CA1274L9T001703_086","CA1274L9T001703","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125772",-315113
260081154,"ASST_NON_CA1384L9T001701_086","CA1384L9T001701","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125784",-279383
260084659,"ASST_NON_CA1527L9T001701_086","CA1527L9T001701","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125796",-32843
260084668,"ASST_NON_CA1528L9T001701_086","CA1528L9T001701","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125755",-209843
260057711,"ASST_NON_CA0746L9T001709_086","CA0746L9T001709","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125760",-148636
260060985,"ASST_NON_CA0825L9T001705_086","CA0825L9T001705","SANTA CLARA, COUNTY OF","CA","2022-03-04","2022-03-04220630125766",-2214097.01
260021834,"ASST_NON_CA0094L9T021710_086","CA0094L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052977",-500
260020920,"ASST_NON_CA0084L9T021609_086","CA0084L9T021609","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052970",-410485.37
260020904,"ASST_NON_CA0083L9T021710_086","CA0083L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052978",-86368.54
260020966,"ASST_NON_CA0087L9T021811_086","CA0087L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053050",-14355.83
260020905,"ASST_NON_CA0083L9T021811_086","CA0083L9T021811","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760053056",-60133.34
260020938,"ASST_NON_CA0085L9T021710_086","CA0085L9T021710","ALAMEDA COUNTY HOUSING & COMMUNITY DEVELOPMENT","CA","2022-03-17","2022-03-17220760052984",-580827.83
