"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
266829048,"ASST_NON_FL0702L4D001700_086","FL0702L4D001700","MIAMI-DADE COUNTY","FL","2019-01-30","2019-01-30190300017842",870831
266807328,"ASST_NON_FL0121L4H101810_086","FL0121L4H101810","CHANGING HOMELESSNESS, INC.","FL","2019-01-31","2019-01-31190310044963",76471
266825614,"ASST_NON_FL0628L4H081802_086","FL0628L4H081802","MERIDIAN BEHAVIORAL HEALTHCARE, INC.","FL","2019-01-31","2019-01-31190310045201",152448
266813762,"ASST_NON_FL0249L4D011811_086","FL0249L4D011811","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039381",226952
266819456,"ASST_NON_FL0366L4D011809_086","FL0366L4D011809","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039528",264259
266814254,"ASST_NON_FL0254L4D011811_086","FL0254L4D011811","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039399",399946
266814220,"ASST_NON_FL0251L4D011811_086","FL0251L4D011811","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039387",991966
266807358,"ASST_NON_FL0124L4H101811_086","FL0124L4H101811","CHANGING HOMELESSNESS, INC.","FL","2019-01-31","2019-01-31190310044957",65600
266827304,"ASST_NON_FL0662L4D041802_086","FL0662L4D041802","FLORIDA KEYS OUTREACH COALITION, INC.","FL","2019-01-31","2019-01-31190310039927",22443
266814284,"ASST_NON_FL0257L4D011811_086","FL0257L4D011811","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039410",432573
266814237,"ASST_NON_FL0252L4D011811_086","FL0252L4D011811","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039393",366241
266819440,"ASST_NON_FL0364L4D011809_086","FL0364L4D011809","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039522",277851
266822103,"ASST_NON_FL0477L4D011805_086","FL0477L4D011805","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039719",351124
266801624,"ASST_NON_FL0057L4H031811_086","FL0057L4H031811","TRI-COUNTY HUMAN SERVICES, INC.","FL","2019-01-31","2019-01-31190310044883",84824
266820954,"ASST_NON_FL0456L4H101806_086","FL0456L4H101806","CHANGING HOMELESSNESS, INC.","FL","2019-01-31","2019-01-31190310045475",58269
266827390,"ASST_NON_FL0668L4D011802_086","FL0668L4D011802","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039811",402299
266815543,"ASST_NON_FL0289L4D051811_086","FL0289L4D051811","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2019-01-31","2019-01-31190310039659",1176314
266813745,"ASST_NON_FL0248L4D011811_086","FL0248L4D011811","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039375",1026034
266823935,"ASST_NON_FL0541L4D051804_086","FL0541L4D051804","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2019-01-31","2019-01-31190310039780",264613
266821442,"ASST_NON_FL0465L4D011806_086","FL0465L4D011806","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039662",220149
266801554,"ASST_NON_FL0050L4H031809_086","FL0050L4H031809","TRI-COUNTY HUMAN SERVICES, INC.","FL","2019-01-31","2019-01-31190310044816",107706
266823461,"ASST_NON_FL0526L4H101804_086","FL0526L4H101804","CHANGING HOMELESSNESS, INC.","FL","2019-01-31","2019-01-31190310044760",68730
266820122,"ASST_NON_FL0401L4D011808_086","FL0401L4D011808","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039624",238602
266823350,"ASST_NON_FL0503L4D051805_086","FL0503L4D051805","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2019-01-31","2019-01-31190310039755",483003
266829058,"ASST_NON_FL0705L4D011801_086","FL0705L4D011801","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039823",214835
266823519,"ASST_NON_FL0535L4D011804_086","FL0535L4D011804","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039762",347313
266818515,"ASST_NON_FL0347L4D051807_086","FL0347L4D051807","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2019-01-31","2019-01-31190310039504",881052
266822959,"ASST_NON_FL0498L4D011805_086","FL0498L4D011805","BROWARD, COUNTY OF","FL","2019-01-31","2019-01-31190310039749",303465
