"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
266822922,"ASST_NON_FL0490L4H081300_086","FL0490L4H081300","ALACHUA COUNTY COALITION FOR THE HOMELESS & HUNGRY INC","FL","2015-01-05",NA,49165
266823367,"ASST_NON_FL0505L4H011300_086","FL0505L4H011300","CATHOLIC CHARITIES DIOCESE OF SAINT PETERSBURG INC","FL","2015-01-06",NA,927033
266823385,"ASST_NON_FL0509L4H061300_086","FL0509L4H061300","BIG BEND HOMELESS COALITION, INC.","FL","2015-01-06",NA,53592
266822077,"ASST_NON_FL0475L4H141300_086","FL0475L4H141300","SHEPHERD'S LIGHTHOUSE, INC","FL","2015-01-09",NA,48884
266822842,"ASST_NON_FL0481L4H021300_086","FL0481L4H021300","YOUNG WOMEN'S CHRISTIAN ASSOCIATION OF TAMPA, THE","FL","2015-01-12","2015-01-12101600025298",87393
266822874,"ASST_NON_FL0488L4H101300_086","FL0488L4H101300","CHANGING HOMELESSNESS, INC.","FL","2015-01-14","2015-01-14101600030500",63874
266822949,"ASST_NON_FL0496L4H081300_086","FL0496L4H081300","ALACHUA COUNTY COALITION FOR THE HOMELESS & HUNGRY INC","FL","2015-01-14",NA,11163
266823384,"ASST_NON_FL0507L4H031300_086","FL0507L4H031300","HOMELESS COALITION OF POLK COUNTY, INC.","FL","2015-01-14",NA,15000
266822841,"ASST_NON_FL0480L4H111300_086","FL0480L4H111300","OPENING DOORS NORTHWEST FLORIDA (NWFL) INC.","FL","2015-01-14",NA,16001
266822924,"ASST_NON_FL0491L4H091300_086","FL0491L4H091300","TREASURE COAST HOMELESS SERVICES COUNCIL, INC.","FL","2015-01-21","2015-01-21101600027616",17516
266822863,"ASST_NON_FL0485L4H041300_086","FL0485L4H041300","NEIGHBORHOOD CENTER OF WEST VOLUSIA, INC","FL","2015-01-21","2015-01-21101600027688",47921
266823342,"ASST_NON_FL0501L4H101300_086","FL0501L4H101300","CHANGING HOMELESSNESS, INC.","FL","2015-01-22","2015-01-22101600038064",56388
266822868,"ASST_NON_FL0486L4H041300_086","FL0486L4H041300","WINDWARD BEHAVIORAL CARE, INC.","FL","2015-01-22",NA,378926
266822869,"ASST_NON_FL0487L4H101300_086","FL0487L4H101300","ABILITY HOUSING INC","FL","2015-01-22",NA,348696
266822965,"ASST_NON_FL0499L4H011300_086","FL0499L4H011300","AGENCY FOR COMMUNITY TREATMENT SERVICES, INC","FL","2015-01-22",NA,1770501
266823341,"ASST_NON_FL0500L4D011300_086","FL0500L4D011300","BROWARD, COUNTY OF","FL","2015-01-26",NA,124012
266822843,"ASST_NON_FL0482L4D001300_086","FL0482L4D001300","MIAMI-DADE COUNTY","FL","2015-01-27","2015-01-27101600025318",508559
266822853,"ASST_NON_FL0484L4D001300_086","FL0484L4D001300","MIAMI-DADE COUNTY","FL","2015-01-27","2015-01-27101600025314",428037
266822927,"ASST_NON_FL0492L4D001300_086","FL0492L4D001300","MIAMI-DADE COUNTY","FL","2015-01-27","2015-01-27101600025322",727130
266823380,"ASST_NON_FL0506L4D061401_086","FL0506L4D061401","YOUTH HAVEN INC","FL","2015-02-12","2015-02-12101600023584",89839
266820807,"ASST_NON_FL0433L4D041403_086","FL0433L4D041403","FLORIDA KEYS OUTREACH COALITION, INC.","FL","2015-02-12","2015-02-12101600023524",26743
266814314,"ASST_NON_FL0259L4D011407_086","FL0259L4D011407","BROWARD COUNTY HOUSING AUTHORITY","FL","2015-02-12","2015-02-12101600023332",1146541
266820950,"ASST_NON_FL0456L4H101402_086","FL0456L4H101402","CHANGING HOMELESSNESS, INC.","FL","2015-02-12","2015-02-12101600025376",58269
266807324,"ASST_NON_FL0121L4H101406_086","FL0121L4H101406","CHANGING HOMELESSNESS, INC.","FL","2015-02-12","2015-02-12101600025732",76471
266806440,"ASST_NON_FL0110L4H081407_086","FL0110L4H081407","MERIDIAN BEHAVIORAL HEALTHCARE, INC.","FL","2015-02-12","2015-02-12101600025768",94566
266814216,"ASST_NON_FL0251L4D011407_086","FL0251L4D011407","BROWARD, COUNTY OF","FL","2015-02-12","2015-02-12101600023308",944086
266801620,"ASST_NON_FL0057L4H031407_086","FL0057L4H031407","TRI-COUNTY HUMAN SERVICES, INC.","FL","2015-02-12","2015-02-12101600025904",79338
266806455,"ASST_NON_FL0112L4H081407_086","FL0112L4H081407","VETSPACE INC","FL","2015-02-12","2015-02-12101600025764",100284
266813702,"ASST_NON_FL0245L4D011405_086","FL0245L4D011405","BROWARD, COUNTY OF","FL","2015-02-12","2015-02-12101600023292",259386
266820118,"ASST_NON_FL0401L4D011404_086","FL0401L4D011404","BROWARD, COUNTY OF","FL","2015-02-12","2015-02-12101600023512",280674
266814233,"ASST_NON_FL0252L4D011407_086","FL0252L4D011407","BROWARD, COUNTY OF","FL","2015-02-12","2015-02-12101600023312",366241
266818511,"ASST_NON_FL0347L4D051403_086","FL0347L4D051403","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2015-02-12","2015-02-12101600023476",776188
266819436,"ASST_NON_FL0364L4D011405_086","FL0364L4D011405","BROWARD, COUNTY OF","FL","2015-02-12","2015-02-12101600023488",258039
266801550,"ASST_NON_FL0050L4H031405_086","FL0050L4H031405","TRI-COUNTY HUMAN SERVICES, INC.","FL","2015-02-12","2015-02-12101600025924",101600
266807369,"ASST_NON_FL0125L4H101407_086","FL0125L4H101407","CHANGING HOMELESSNESS, INC.","FL","2015-02-12","2015-02-12101600025720",524222
266813758,"ASST_NON_FL0249L4D011407_086","FL0249L4D011407","BROWARD, COUNTY OF","FL","2015-02-12","2015-02-12101600023304",226952
