"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260077846,"ASST_NON_CA1264L9T132207_086","CA1264L9T132207","KINGS COMMUNITY ACTION ORGANIZATION, INCORPORATED","CA","2023-05-18","2023-05-18231380052384",80234
260066841,"ASST_NON_CA0965L9T102209_086","CA0965L9T102209","STANISLAUS COUNTY AFFORDABLE HOUSING CORP","CA","2023-05-18","2023-05-18231380052848",91037
260081335,"ASST_NON_CA1394L9T052207_086","CA1394L9T052207","COUNTY OF CONTRA COSTA","CA","2023-05-18","2023-05-18231380053156",1217035
260092987,"ASST_NON_CA1618L9D112206_086","CA1618L9D112206","COUNTY OF VENTURA","CA","2023-05-18","2023-05-18231380057694",450363
260064235,"ASST_NON_CA0890L9T042213_086","CA0890L9T042213","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2023-05-18","2023-05-18231380052956",80666
260025473,"ASST_NON_CA0189L9T052214_086","CA0189L9T052214","COUNTY OF CONTRA COSTA","CA","2023-05-18","2023-05-18231380053482",274606
260045675,"ASST_NON_CA0562L9D022213_086","CA0562L9D022213","AMERICAN FAMILY HOUSING","CA","2023-05-18","2023-05-18231380057489",384629
260025312,"ASST_NON_CA0170L9T042215_086","CA0170L9T042215","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2023-05-18","2023-05-18231380053743",655414
260076552,"ASST_NON_CA1235L9D022209_086","CA1235L9D022209","SERVING PEOPLE IN NEED, INC","CA","2023-05-18","2023-05-18231380057650",629234
260076364,"ASST_NON_CA1229L9T182209_086","CA1229L9T182209","CHANGE AND NEW BEGINNINGS","CA","2023-05-18","2023-05-18231380053011",164097
260069593,"ASST_NON_CA1053L9D112212_086","CA1053L9D112212","COUNTY OF VENTURA","CA","2023-05-18","2023-05-18231380058116",441137
260117299,"ASST_NON_CA2003L9T142201_086","CA2003L9T142201","POVERELLO HOUSE","CA","2023-05-18","2023-05-18231380053032",311886
260092996,"ASST_NON_CA1619L9D112205_086","CA1619L9D112205","COUNTY OF VENTURA","CA","2023-05-18","2023-05-18231380057698",205763
260065258,"ASST_NON_CA0938L9D092213_086","CA0938L9D092213","LUTHERAN SOCIAL SERVICES OF SOUTHERN CALIFORNIA","CA","2023-05-18","2023-05-18231380057130",84696
260043667,"ASST_NON_CA0520L9D002215_086","CA0520L9D002215","UNITED STATES VETERANS INITIATIVE","CA","2023-05-18","2023-05-18231380057461",295315
260117295,"ASST_NON_CA2002L9T142201_086","CA2002L9T142201","POVERELLO HOUSE","CA","2023-05-18","2023-05-18231380053028",619103
260081031,"ASST_NON_CA1372L9D112208_086","CA1372L9D112208","COUNTY OF VENTURA","CA","2023-05-18","2023-05-18231380057237",54222
260077138,"ASST_NON_CA1240L9D112209_086","CA1240L9D112209","COUNTY OF VENTURA","CA","2023-05-18","2023-05-18231380057658",81829
260068378,"ASST_NON_CA1037L9T102212_086","CA1037L9T102212","STANISLAUS COUNTY AFFORDABLE HOUSING CORP","CA","2023-05-18","2023-05-18231380052888",123853
260070662,"ASST_NON_CA1071L9T052210_086","CA1071L9T052210","COUNTY OF CONTRA COSTA","CA","2023-05-18","2023-05-18231380052714",429457
260084770,"ASST_NON_CA1547L9T052206_086","CA1547L9T052206","SHELTER, INC.","CA","2023-05-18","2023-05-18231380053068",1251559
260077153,"ASST_NON_CA1243L9T012208_086","CA1243L9T012208","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052344",626991
260018651,"ASST_NON_CA0066L9T012214_086","CA0066L9T012214","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053458",1143806
260063638,"ASST_NON_CA0888L9T012213_086","CA0888L9T012213","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052952",712602
260116945,"ASST_NON_CA1826D9T012203_086","CA1826D9T012203","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052563",1342758
260061001,"ASST_NON_CA0826L9T012208_086","CA0826L9T012208","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052923",979302
260116630,"ASST_NON_CA1719Y9T012204_086","CA1719Y9T012204","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052645",547848
260018399,"ASST_NON_CA0055L9T012215_086","CA0055L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053442",256091
260084717,"ASST_NON_CA1535L9T012206_086","CA1535L9T012206","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052361",33909
260015533,"ASST_NON_CA0033L9T012209_086","CA0033L9T012209","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053835",448467
260117211,"ASST_NON_CA1970Y9T012201_086","CA1970Y9T012201","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052352",443708
260020870,"ASST_NON_CA0080L9T012215_086","CA0080L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053637",2562272
260117510,"ASST_NON_CA2038D9D022201_086","CA2038D9D022201","HUMAN OPTIONS, INC","CA","2023-05-18","2023-05-18231380057095",1641376
260116623,"ASST_NON_CA1718Y9T012204_086","CA1718Y9T012204","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052641",225000
260079083,"ASST_NON_CA1295L9T012207_086","CA1295L9T012207","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052559",4315621
260116785,"ASST_NON_CA1762D9T142204_086","CA1762D9T142204","MARJAREE MASON CENTER, INC","CA","2023-05-18","2023-05-18231380052549",385633
260117206,"ASST_NON_CA1968D9T012201_086","CA1968D9T012201","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052397",2309776
260018582,"ASST_NON_CA0060L9T012215_086","CA0060L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053450",993797
260117094,"ASST_NON_CA1887D9D022203_086","CA1887D9D022203","INTERVAL HOUSE","CA","2023-05-18","2023-05-18231380057850",946775
260018430,"ASST_NON_CA0058L9T012215_086","CA0058L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053446",3604870
260077174,"ASST_NON_CA1246L9T012214_086","CA1246L9T012214","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052348",15174151
260081179,"ASST_NON_CA1386L9T012207_086","CA1386L9T012207","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053152",493474
260077867,"ASST_NON_CA1269L9D022209_086","CA1269L9D022209","INTERVAL HOUSE","CA","2023-05-18","2023-05-18231380057207",234783
260117009,"ASST_NON_CA1854L9T142203_086","CA1854L9T142203","MARJAREE MASON CENTER, INC","CA","2023-05-18","2023-05-18231380052684",384957
260060969,"ASST_NON_CA0821L9T012213_086","CA0821L9T012213","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052915",577716
260017032,"ASST_NON_CA0049L9T012214_086","CA0049L9T012214","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053401",354974
260070079,"ASST_NON_CA1062L9T012211_086","CA1062L9T012211","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052907",716712
260116690,"ASST_NON_CA1732D9T012204_086","CA1732D9T012204","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052482",882911
260067445,"ASST_NON_CA0974L9T142209_086","CA0974L9T142209","MARJAREE MASON CENTER, INC","CA","2023-05-18","2023-05-18231380052875",222501
260030927,"ASST_NON_CA0239L9T092215_086","CA0239L9T092215","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2023-05-18","2023-05-18231380053658",1750963
260081485,"ASST_NON_CA1410L9T142207_086","CA1410L9T142207","MARJAREE MASON CENTER, INC","CA","2023-05-18","2023-05-18231380053348",257164
260066730,"ASST_NON_CA0952L9T012207_086","CA0952L9T012207","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052997",398491
260042662,"ASST_NON_CA0485L9D002215_086","CA0485L9D002215","1736 FAMILY CRISIS CENTER","CA","2023-05-18","2023-05-18231380057868",531763
260055072,"ASST_NON_CA0709L9D012215_086","CA0709L9D012215","COMMUNITY HOUSINGWORKS","CA","2023-05-18","2023-05-18231380057392",86909
260067820,"ASST_NON_CA1025L9D012208_086","CA1025L9D012208","COMMUNITY HOUSINGWORKS","CA","2023-05-18","2023-05-18231380057924",74210
260019673,"ASST_NON_CA0073L9T012215_086","CA0073L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053462",1572524
260016895,"ASST_NON_CA0045L9T012215_086","CA0045L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053397",1440751
260083308,"ASST_NON_CA1480L9T142207_086","CA1480L9T142207","MARJAREE MASON CENTER, INC","CA","2023-05-18","2023-05-18231380052593",306573
260074459,"ASST_NON_CA1185L9T142209_086","CA1185L9T142209","MARJAREE MASON CENTER, INC","CA","2023-05-18","2023-05-18231380052466",182559
260116698,"ASST_NON_CA1734L9T012204_086","CA1734L9T012204","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052486",266358
260093258,"ASST_NON_CA1640L9T012205_086","CA1640L9T012205","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053364",477120
260116683,"ASST_NON_CA1731L9T012204_086","CA1731L9T012204","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052478",387394
260012386,"ASST_NON_CA0019L9T002215_086","CA0019L9T002215","COMMUNITY WORKING GROUP, INC.","CA","2023-05-18","2023-05-18231380053819",43936
260084727,"ASST_NON_CA1537L9T012206_086","CA1537L9T012206","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052365",1029208
260084707,"ASST_NON_CA1533L9T012206_086","CA1533L9T012206","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052357",2280285
260084864,"ASST_NON_CA1558L9T092206_086","CA1558L9T092206","COUNTY OF MENDOCINO SOCIAL SERVICES","CA","2023-05-18","2023-05-18231380053088",93312
260082999,"ASST_NON_CA1463L9T012207_086","CA1463L9T012207","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052492",997570
260093266,"ASST_NON_CA1641L9T012205_086","CA1641L9T012205","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053368",287892
260036347,"ASST_NON_CA0318L9T252214_086","CA0318L9T252214","EL DORADO COUNTY GOVERNMENT","CA","2023-05-18","2023-05-18231380052790",9817
260083159,"ASST_NON_CA1470L9T042207_086","CA1470L9T042207","SONOMA, COUNTY OF","CA","2023-05-18","2023-05-18231380052508",327157
260020894,"ASST_NON_CA0082L9T012215_086","CA0082L9T012215","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053641",358694
260018375,"ASST_NON_CA0053L9T012214_086","CA0053L9T012214","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380053438",578559
260055008,"ASST_NON_CA0703L9D012215_086","CA0703L9D012215","COMMUNITY HOUSINGWORKS","CA","2023-05-18","2023-05-18231380057384",64593
260070065,"ASST_NON_CA1061L9T012206_086","CA1061L9T012206","DEPARTMENT OF HOMELESSNESS & SUPPORTIVE HOUSING","CA","2023-05-18","2023-05-18231380052903",359287
260095148,"ASST_NON_CA1687L9D002205_086","CA1687L9D002205","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057156",1379909
260085374,"ASST_NON_CA1596L9D002206_086","CA1596L9D002206","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057811",1354563
260083036,"ASST_NON_CA1468L9T022207_086","CA1468L9T022207","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380052500",977636
260022280,"ASST_NON_CA0102L9T022215_086","CA0102L9T022215","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380053702",312153
260053695,"ASST_NON_CA0689L9D012209_086","CA0689L9D012209","MENTAL HEALTH SYSTEMS, INC.","CA","2023-05-18","2023-05-18231380057355",459745
260075904,"ASST_NON_CA1219L9D002210_086","CA1219L9D002210","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057288",427901
260060791,"ASST_NON_CA0800L9D002214_086","CA0800L9D002214","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380058080",262206
260080401,"ASST_NON_CA1342L9D002208_086","CA1342L9D002208","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057618",1457251
260067645,"ASST_NON_CA0998L9D002207_086","CA0998L9D002207","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057893",2134282
260071922,"ASST_NON_CA1109L9D002206_086","CA1109L9D002206","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057961",1188264
260084036,"ASST_NON_CA1504L9D002207_086","CA1504L9D002207","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057738",543829
260095211,"ASST_NON_CA1698L9D012205_086","CA1698L9D012205","MENTAL HEALTH SYSTEMS, INC.","CA","2023-05-18","2023-05-18231380057676",192290
260037650,"ASST_NON_CA0339L9D002215_086","CA0339L9D002215","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057540",626396
260023829,"ASST_NON_CA0122L9T022215_086","CA0122L9T022215","LIFELONG MEDICAL CARE","CA","2023-05-18","2023-05-18231380053620",549672
260055055,"ASST_NON_CA0708L9D012215_086","CA0708L9D012215","MENTAL HEALTH SYSTEMS, INC.","CA","2023-05-18","2023-05-18231380057388",282511
260084046,"ASST_NON_CA1505L9D002207_086","CA1505L9D002207","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057742",1124876
260084737,"ASST_NON_CA1539L9T022206_086","CA1539L9T022206","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380052369",1038171
260073595,"ASST_NON_CA1158L9D002211_086","CA1158L9D002211","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057724",458461
260075892,"ASST_NON_CA1218L9D002210_086","CA1218L9D002210","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057284",105105
260022991,"ASST_NON_CA0119L9T022215_086","CA0119L9T022215","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380053612",411055
260084026,"ASST_NON_CA1503L9D002207_086","CA1503L9D002207","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057734",501464
260042435,"ASST_NON_CA0465L9D002215_086","CA0465L9D002215","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057575",3753044
260080421,"ASST_NON_CA1344L9D002208_086","CA1344L9D002208","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057626",1460810
260064404,"ASST_NON_CA0913L9D002213_086","CA0913L9D002213","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057929",1861172
260020926,"ASST_NON_CA0084L9T022215_086","CA0084L9T022215","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380053649",1375520
260040716,"ASST_NON_CA0421L9D002215_086","CA0421L9D002215","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057298",1177847
260042394,"ASST_NON_CA0462L9D002215_086","CA0462L9D002215","CITY OF POMONA","CA","2023-05-18","2023-05-18231380057340",2129641
260020970,"ASST_NON_CA0087L9T022215_086","CA0087L9T022215","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380053657",1111092
260080410,"ASST_NON_CA1343L9D002208_086","CA1343L9D002208","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057622",584575
260054446,"ASST_NON_CA0693L9D012215_086","CA0693L9D012215","MENTAL HEALTH SYSTEMS, INC.","CA","2023-05-18","2023-05-18231380057359",460676
260057729,"ASST_NON_CA0747L9T022214_086","CA0747L9T022214","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380052911",670164
260068840,"ASST_NON_CA1046L9D002212_086","CA1046L9D002212","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380058092",3634548
260079100,"ASST_NON_CA1298L9T022208_086","CA1298L9T022208","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380052568",722928
260021839,"ASST_NON_CA0094L9T022215_086","CA0094L9T022215","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380053698",81320
260095154,"ASST_NON_CA1688L9D002205_086","CA1688L9D002205","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057160",4045872
260064434,"ASST_NON_CA0915L9D002213_086","CA0915L9D002213","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057937",389944
260073542,"ASST_NON_CA1151L9T022211_086","CA1151L9T022211","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380052433",3342116
260071898,"ASST_NON_CA1104L9D002206_086","CA1104L9D002206","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057886",493041
260062953,"ASST_NON_CA0860L9D002208_086","CA0860L9D002208","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380058102",349454
260020909,"ASST_NON_CA0083L9T022215_086","CA0083L9T022215","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380053645",479164
260073608,"ASST_NON_CA1159L9D002211_086","CA1159L9D002211","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057728",244204
260064419,"ASST_NON_CA0914L9D002213_086","CA0914L9D002213","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057933",355948
260085380,"ASST_NON_CA1597L9D002206_086","CA1597L9D002206","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057815",1074476
260060189,"ASST_NON_CA0792L9D002214_086","CA0792L9D002214","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380058064",514661
260073582,"ASST_NON_CA1157L9D002211_086","CA1157L9D002211","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057720",297623
260039347,"ASST_NON_CA0365L9D002215_086","CA0365L9D002215","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380058005",4006470
260117219,"ASST_NON_CA1972D9T022201_086","CA1972D9T022201","COUNTY OF ALAMEDA","CA","2023-05-18","2023-05-18231380052405",921563
260057692,"ASST_NON_CA0742L9D002215_086","CA0742L9D002215","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2023-05-18","2023-05-18231380057419",1056992
260067530,"ASST_NON_CA0984L9T202210_086","CA0984L9T202210","COUNTY OF MERCED","CA","2023-05-18","2023-05-18231380052827",192609
260060832,"ASST_NON_CA0803L9D012214_086","CA0803L9D012214","THE ASSOCIATION FOR COMMUNITY HOUSING SOLUTIONS","CA","2023-05-18","2023-05-18231380057953",776279
260071867,"ASST_NON_CA1099L9T202208_086","CA1099L9T202208","SIERRA SVING GRACE HMELESS PRJ","CA","2023-05-18","2023-05-18231380052735",105669
260085306,"ASST_NON_CA1579L9T192205_086","CA1579L9T192205","TRUE NORTH HOUSING ALLIANCE, INC","CA","2023-05-18","2023-05-18231380053165",48983
260067542,"ASST_NON_CA0985L9T202209_086","CA0985L9T202209","SIERRA SVING GRACE HMELESS PRJ","CA","2023-05-18","2023-05-18231380052851",52631
