"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260043377,"ASST_NON_CA0497L9D001205_086","CA0497L9D001205","THE SALVATION ARMY","CA","2013-05-01",NA,225704
260216842,"ASST_NON_CO0096L8T041203_086","CO0096L8T041203","THE SALVATION ARMY","CA","2013-05-01",NA,60466
269281044,"ASST_NON_OR0044L0E011205_086","OR0044L0E011205","THE SALVATION ARMY","CA","2013-05-01",NA,128165
260035172,"ASST_NON_CA0295L9T181205_086","CA0295L9T181205","CHANGE AND NEW BEGINNINGS","CA","2013-05-01",NA,187181
271844568,"ASST_NON_WA0022L0T001205_086","WA0022L0T001205","THE SALVATION ARMY","CA","2013-05-01",NA,77838
260068351,"ASST_NON_CA1034L9T061202_086","CA1034L9T061202","COMMUNITY HUMAN SERVICES","CA","2013-05-01",NA,130574
260060856,"ASST_NON_CA0805L9D021204_086","CA0805L9D021204","AMERICAN FAMILY HOUSING","CA","2013-05-01",NA,427656
260038318,"ASST_NON_CA0343L9D001205_086","CA0343L9D001205","THE SALVATION ARMY","CA","2013-05-01",NA,222378
260045167,"ASST_NON_CA0558L9D021202_086","CA0558L9D021202","FAMILY ASSISTANCE MINISTRIES","CA","2013-05-01",NA,124719
260025302,"ASST_NON_CA0170L9T041205_086","CA0170L9T041205","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2013-05-01",NA,867003
260025367,"ASST_NON_CA0178L9T051201_086","CA0178L9T051201","COUNTY OF CONTRA COSTA","CA","2013-05-01",NA,173567
260025399,"ASST_NON_CA0182L9T051205_086","CA0182L9T051205","SHELTER, INC.","CA","2013-05-01",NA,401204
260037572,"ASST_NON_CA0337L9D001205_086","CA0337L9D001205","THE SALVATION ARMY","CA","2013-05-01",NA,367367
260064238,"ASST_NON_CA0891L9T041203_086","CA0891L9T041203","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2013-05-01",NA,77998
260025735,"ASST_NON_CA0198L9T051205_086","CA0198L9T051205","SHELTER, INC.","CA","2013-05-01",NA,277699
260043331,"ASST_NON_CA0492L9D001205_086","CA0492L9D001205","THE SALVATION ARMY","CA","2013-05-01",NA,173185
260053677,"ASST_NON_CA0687L9D091205_086","CA0687L9D091205","THE SALVATION ARMY","CA","2013-05-01",NA,158521
260042332,"ASST_NON_CA0459L9D001205_086","CA0459L9D001205","THE SALVATION ARMY","CA","2013-05-01",NA,367367
260216329,"ASST_NON_CO0064L8T041205_086","CO0064L8T041205","THE SALVATION ARMY","CA","2013-05-01",NA,109053
260064225,"ASST_NON_CA0890L9T041203_086","CA0890L9T041203","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2013-05-01",NA,100116
260073560,"ASST_NON_CA1154L9T041201_086","CA1154L9T041201","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2013-05-01",NA,12990
260068382,"ASST_NON_CA1038L9T101202_086","CA1038L9T101202","THE SALVATION ARMY","CA","2013-05-01",NA,101905
260073559,"ASST_NON_CA1153L9T041201_086","CA1153L9T041201","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2013-05-01",NA,25999
260011840,"ASST_NON_CA0005L9T001205_086","CA0005L9T001205","SANTA CLARA UNIFIED SCHOOL DISTRICT","CA","2013-05-01",NA,204353
260043368,"ASST_NON_CA0496L9D001205_086","CA0496L9D001205","THE SALVATION ARMY","CA","2013-05-01",NA,175369
260065848,"ASST_NON_CA0942L9D091203_086","CA0942L9D091203","FRAZEE COMMUNITY CENTER","CA","2013-05-01",NA,26250
269285120,"ASST_NON_OR0135L0E011201_086","OR0135L0E011201","THE SALVATION ARMY","CA","2013-05-01",NA,322710
260030868,"ASST_NON_CA0236L9T091204_086","CA0236L9T091204","COUNTY OF MENDOCINO","CA","2013-05-01",NA,200412
260044529,"ASST_NON_CA0535L9D011205_086","CA0535L9D011205","EPISCOPAL COMMUNITY SERVICES","CA","2013-05-01",NA,504999
260045105,"ASST_NON_CA0548L9D011205_086","CA0548L9D011205","SAN DIEGO YOUTH SERVICES","CA","2013-05-01",NA,86810
260033599,"ASST_NON_CA0279L9T141204_086","CA0279L9T141204","POVERELLO HOUSE","CA","2013-05-01",NA,360915
271844578,"ASST_NON_WA0023L0T001205_086","WA0023L0T001205","THE SALVATION ARMY","CA","2013-05-01",NA,253988
260025608,"ASST_NON_CA0193L9T051205_086","CA0193L9T051205","SHELTER, INC.","CA","2013-05-01",NA,689409
