"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
266820928,"ASST_NON_FL0453L4H101200_086","FL0453L4H101200","CHANGING HOMELESSNESS, INC.","FL","2014-01-03",NA,56520
266820942,"ASST_NON_FL0455L4H101200_086","FL0455L4H101200","ABILITY HOUSING INC","FL","2014-01-09",NA,206739
266822057,"ASST_NON_FL0470L4H021200_086","FL0470L4H021200","BOLEY CENTERS INC","FL","2014-01-09",NA,23515
266820962,"ASST_NON_FL0458L4H111200_086","FL0458L4H111200","OPENING DOORS NORTHWEST FLORIDA (NWFL) INC.","FL","2014-01-09",NA,16849
266821420,"ASST_NON_FL0460L4H181200_086","FL0460L4H181200","UNITED WAY OF SUWANNEE VALLEY, INC.","FL","2014-01-09",NA,3143
266820929,"ASST_NON_FL0454L4H101200_086","FL0454L4H101200","COMMUNITY CONNECTIONS OF JACKSONVILLE, INC","FL","2014-01-13",NA,63337
266821451,"ASST_NON_FL0468L4D051200_086","FL0468L4D051200","COUNTY OF, PALM BEACH","FL","2014-01-13","2014-01-13101700022630",62926
266820880,"ASST_NON_FL0448L4H021200_086","FL0448L4H021200","HOPE VILLAGES OF AMERICA, INC.","FL","2014-01-13",NA,110054
266821452,"ASST_NON_FL0469L4H001200_086","FL0469L4H001200","HARVEST TABERNACLE OF SARASOTA, INC.","FL","2014-01-13",NA,121094
266820864,"ASST_NON_FL0446L4H021200_086","FL0446L4H021200","WESTCARE GULFCOAST - FLORIDA, INC.","FL","2014-01-14",NA,89526
266820925,"ASST_NON_FL0451L4H081200_086","FL0451L4H081200","ALACHUA COUNTY HOUSING AUTHORITY","FL","2014-01-14",NA,80000
266820948,"ASST_NON_FL0456L4H101200_086","FL0456L4H101200","CHANGING HOMELESSNESS, INC.","FL","2014-01-17",NA,58269
266821421,"ASST_NON_FL0461L4D001200_086","FL0461L4D001200","MIAMI-DADE COUNTY","FL","2014-01-21",NA,250000
266821422,"ASST_NON_FL0462L4D001200_086","FL0462L4D001200","MIAMI-DADE COUNTY","FL","2014-01-21",NA,15084
266822061,"ASST_NON_FL0471L4H071200_086","FL0471L4H071200","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-01-27",NA,336589
266820963,"ASST_NON_FL0459L4H181200_086","FL0459L4H181200","ANOTHER WAY INC","FL","2014-01-29",NA,38404
266820959,"ASST_NON_FL0457L4H101200_086","FL0457L4H101200","RIVER REGION HUMAN SERVICES, INC","FL","2014-01-29",NA,136890
266820859,"ASST_NON_FL0445L4H011200_086","FL0445L4H011200","VOLUNTEERS OF AMERICA OF FLORIDA INC","FL","2014-01-29",NA,323079
266803043,"ASST_NON_FL0077L4H061205_086","FL0077L4H061205","BIG BEND HOMELESS COALITION, INC.","FL","2014-02-12",NA,48351
266799911,"ASST_NON_FL0043L4H021205_086","FL0043L4H021205","211 TAMPA BAY CARES, INC.","FL","2014-02-12",NA,92081
266818958,"ASST_NON_FL0355L4H061203_086","FL0355L4H061203","BIG BEND HOMELESS COALITION, INC.","FL","2014-02-14",NA,28572
266816070,"ASST_NON_FL0302L4H061204_086","FL0302L4H061204","BIG BEND HOMELESS COALITION, INC.","FL","2014-02-14",NA,178524
266817868,"ASST_NON_FL0332L4H071201_086","FL0332L4H071201","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-02-14",NA,-25275
266804677,"ASST_NON_FL0092L4H071205_086","FL0092L4H071205","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-02-14",NA,125907
266805558,"ASST_NON_FL0100L4H071205_086","FL0100L4H071205","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-02-14",NA,90098
266805565,"ASST_NON_FL0101L4H071205_086","FL0101L4H071205","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-02-14",NA,42907
266817868,"ASST_NON_FL0332L4H071201_086","FL0332L4H071201","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-02-14",NA,-56871
266808012,"ASST_NON_FL0141L4H111205_086","FL0141L4H111205","OPENING DOORS NORTHWEST FLORIDA (NWFL) INC.","FL","2014-02-14",NA,18283
266817868,"ASST_NON_FL0332L4H071201_086","FL0332L4H071201","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2014-02-25",NA,94783
266820893,"ASST_NON_FL0449L4H041200_086","FL0449L4H041200","THE VOLUSIA/FLAGLER COUNTY COALITION FOR THE HOMELESS, INC.","FL","2014-03-27","2014-03-27101700093472",20522
266796910,"ASST_NON_FL0016L4H011204_086","FL0016L4H011204","TAMPA HILLSBOROUGH HOMELESS INITIATIVE INC.","FL","2014-04-14",NA,-170
266814243,"ASST_NON_FL0253L4D011306_086","FL0253L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407826",686606
266815462,"ASST_NON_FL0280L4D051306_086","FL0280L4D051306","SALVATION ARMY (GA), THE (INC)","FL","2014-05-02","2014-05-02101700407898",238187
266820252,"ASST_NON_FL0414L4H081301_086","FL0414L4H081301","THREE RIVERS LEGAL SERVICES, INC.","FL","2014-05-02","2014-05-02101700409946",20491
266815390,"ASST_NON_FL0274L4D041306_086","FL0274L4D041306","FLORIDA KEYS OUTREACH COALITION, INC.","FL","2014-05-02","2014-05-02101700407986",172998
266821432,"ASST_NON_FL0464L4D011301_086","FL0464L4D011301","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407722",461812
266813701,"ASST_NON_FL0245L4D011304_086","FL0245L4D011304","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407786",259386
266814215,"ASST_NON_FL0251L4D011306_086","FL0251L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407794",942310
266821437,"ASST_NON_FL0465L4D011301_086","FL0465L4D011301","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407790",220149
266819435,"ASST_NON_FL0364L4D011304_086","FL0364L4D011304","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407822",258039
266806454,"ASST_NON_FL0112L4H081306_086","FL0112L4H081306","VETSPACE INC","FL","2014-05-02","2014-05-02101700409950",102331
266820949,"ASST_NON_FL0456L4H101301_086","FL0456L4H101301","CHANGING HOMELESSNESS, INC.","FL","2014-05-02","2014-05-02101700410118",58269
266813757,"ASST_NON_FL0249L4D011306_086","FL0249L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407782",226952
266819451,"ASST_NON_FL0366L4D011304_086","FL0366L4D011304","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407810",255477
266801549,"ASST_NON_FL0050L4H031304_086","FL0050L4H031304","TRI-COUNTY HUMAN SERVICES, INC.","FL","2014-05-02","2014-05-02101700409906",100151
266819970,"ASST_NON_FL0385L4H161301_086","FL0385L4H161301","TRI-COUNTY HUMAN SERVICES, INC.","FL","2014-05-02","2014-05-02101700409958",129929
266814296,"ASST_NON_FL0258L4D011306_086","FL0258L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407758",1023617
266806439,"ASST_NON_FL0110L4H081306_086","FL0110L4H081306","MERIDIAN BEHAVIORAL HEALTHCARE, INC.","FL","2014-05-02","2014-05-02101700409982",96496
266813740,"ASST_NON_FL0248L4D011306_086","FL0248L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407766",991722
266801619,"ASST_NON_FL0057L4H031306_086","FL0057L4H031306","TRI-COUNTY HUMAN SERVICES, INC.","FL","2014-05-02","2014-05-02101700409886",78035
266807368,"ASST_NON_FL0125L4H101306_086","FL0125L4H101306","CHANGING HOMELESSNESS, INC.","FL","2014-05-02","2014-05-02101700409686",524222
266815538,"ASST_NON_FL0289L4D051306_086","FL0289L4D051306","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2014-05-02","2014-05-02101700407770",1052188
266814232,"ASST_NON_FL0252L4D011306_086","FL0252L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407762",366241
266814249,"ASST_NON_FL0254L4D011306_086","FL0254L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407818",373810
266820117,"ASST_NON_FL0401L4D011303_086","FL0401L4D011303","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407754",280146
266807353,"ASST_NON_FL0124L4H101306_086","FL0124L4H101306","CHANGING HOMELESSNESS, INC.","FL","2014-05-02","2014-05-02101700409698",65600
266814279,"ASST_NON_FL0257L4D011306_086","FL0257L4D011306","BROWARD, COUNTY OF","FL","2014-05-02","2014-05-02101700407798",418433
266820806,"ASST_NON_FL0433L4D041302_086","FL0433L4D041302","FLORIDA KEYS OUTREACH COALITION, INC.","FL","2014-05-02","2014-05-02101700407978",22989
266814313,"ASST_NON_FL0259L4D011306_086","FL0259L4D011306","BROWARD COUNTY HOUSING AUTHORITY","FL","2014-05-02","2014-05-02101700407802",1144249
266807323,"ASST_NON_FL0121L4H101305_086","FL0121L4H101305","CHANGING HOMELESSNESS, INC.","FL","2014-05-02","2014-05-02101700410110",76471
266820809,"ASST_NON_FL0434L4D051301_086","FL0434L4D051301","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2014-05-02","2014-05-02101700407738",424712
266808861,"ASST_NON_FL0162L4H191306_086","FL0162L4H191306","COALITION FOR THE HOMELESS OF PASCO COUNTY, INC","FL","2014-05-02","2014-05-02101700410190",32198
