"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
266827112,"ASST_NON_FL0652L4H191600_086","FL0652L4H191600","COALITION FOR THE HOMELESS OF PASCO COUNTY, INC","FL","2018-01-05","2018-01-0510500024355",75000
266827140,"ASST_NON_FL0658L4D001600_086","FL0658L4D001600","MIAMI-DADE COUNTY","FL","2018-01-09","2018-01-0910900009736",870831
266827131,"ASST_NON_FL0657L4D001600_086","FL0657L4D001600","MIAMI-DADE COUNTY","FL","2018-01-09","2018-01-0910900009731",391411
266827124,"ASST_NON_FL0656L4D001600_086","FL0656L4D001600","MIAMI-DADE COUNTY","FL","2018-01-09","2018-01-0910900009727",581524
266827116,"ASST_NON_FL0655L4D001600_086","FL0655L4D001600","MIAMI-DADE COUNTY","FL","2018-01-09","2018-01-0910900009728",583395
266827115,"ASST_NON_FL0654L4H201600_086","FL0654L4H201600","CATHOLIC CHARITIES DIOCESE OF SAINT PETERSBURG INC","FL","2018-01-16","2018-01-1611600017503",49940
266826449,"ASST_NON_FL0638L4H121600_086","FL0638L4H121600","HOME AGAIN ST. JOHNS, INC.","FL","2018-01-30","2018-01-3013000017906",10019
266801553,"ASST_NON_FL0050L4H031708_086","FL0050L4H031708","TRI-COUNTY HUMAN SERVICES, INC.","FL","2018-02-15","2018-02-1521500024540",106079
266808314,"ASST_NON_FL0155L4H031710_086","FL0155L4H031710","TRI-COUNTY HUMAN SERVICES, INC.","FL","2018-02-15","2018-02-1521500024124",83146
266822102,"ASST_NON_FL0477L4D011704_086","FL0477L4D011704","BROWARD, COUNTY OF","FL","2018-02-15","2018-02-1521500021229",339376
266801623,"ASST_NON_FL0057L4H031710_086","FL0057L4H031710","TRI-COUNTY HUMAN SERVICES, INC.","FL","2018-02-15","2018-02-1521500024473",83362
266813705,"ASST_NON_FL0245L4D011708_086","FL0245L4D011708","BROWARD, COUNTY OF","FL","2018-02-15","2018-02-1521500021361",269119
266814317,"ASST_NON_FL0259L4D011710_086","FL0259L4D011710","BROWARD COUNTY HOUSING AUTHORITY","FL","2018-02-15","2018-02-1521500021388",1061923
266823383,"ASST_NON_FL0506L4D061704_086","FL0506L4D061704","YOUTH HAVEN INC","FL","2018-02-15","2018-02-1521500021247",99680
266818514,"ASST_NON_FL0347L4D051706_086","FL0347L4D051706","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2018-02-15","2018-02-1521500021420",854401
266825613,"ASST_NON_FL0628L4H081701_086","FL0628L4H081701","MERIDIAN BEHAVIORAL HEALTHCARE, INC.","FL","2018-02-15","2018-02-1521500024080",150451
266823934,"ASST_NON_FL0541L4D051703_086","FL0541L4D051703","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2018-02-15","2018-02-1521500021422",257413
266823349,"ASST_NON_FL0503L4D051704_086","FL0503L4D051704","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2018-02-15","2018-02-1521500021245",473368
266827389,"ASST_NON_FL0668L4D011701_086","FL0668L4D011701","BROWARD, COUNTY OF","FL","2018-02-15","2018-02-1521500021587",380519
266815542,"ASST_NON_FL0289L4D051710_086","FL0289L4D051710","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2018-02-15","2018-02-1521500021280",1142628
266813761,"ASST_NON_FL0249L4D011710_086","FL0249L4D011710","BROWARD, COUNTY OF","FL","2018-02-15","2018-02-1521500021371",226952
266822958,"ASST_NON_FL0498L4D011704_086","FL0498L4D011704","BROWARD, COUNTY OF","FL","2018-02-15","2018-02-1521500021435",289797
266827113,"ASST_NON_FL0652L4H191701_086","FL0652L4H191701","COALITION FOR THE HOMELESS OF PASCO COUNTY, INC","FL","2018-02-15","2018-02-1521500024112",75000
266818963,"ASST_NON_FL0355L4H061708_086","FL0355L4H061708","APALACHEE REGIONAL PLANNING COUNCIL","FL","2018-02-15","2018-02-1521500024048",130292
266815403,"ASST_NON_FL0275L4D051709_086","FL0275L4D051709","ADOPT-A-FAMILY OF THE PALM BEACHES, INC.","FL","2018-02-15","2018-02-1521500021316",237318
266827310,"ASST_NON_FL0664L4D051701_086","FL0664L4D051701","ADOPT-A-FAMILY OF THE PALM BEACHES, INC.","FL","2018-02-15","2018-02-1521500021542",265213
266815525,"ASST_NON_FL0288L4D051710_086","FL0288L4D051710","ADOPT-A-FAMILY OF THE PALM BEACHES, INC.","FL","2018-02-15","2018-02-1521500021277",230395
266812510,"ASST_NON_FL0223L4D001710_086","FL0223L4D001710","CARRFOUR SUPPORTIVE HOUSING INC","FL","2018-02-15","2018-02-1521500021581",455227
266825574,"ASST_NON_FL0627L4H081701_086","FL0627L4H081701","FAMILY PROMISE OF GAINESVILLE, FLORIDA, INC.","FL","2018-02-15","2018-02-1521500024077",50523
266808865,"ASST_NON_FL0162L4H191710_086","FL0162L4H191710","COALITION FOR THE HOMELESS OF PASCO COUNTY, INC","FL","2018-02-15","2018-02-1521500024257",31554
266817888,"ASST_NON_FL0336L4H081707_086","FL0336L4H081707","UNITED WAY OF NORTH CENTRAL FLORIDA, INC.","FL","2018-02-15","2018-02-1521500024037",87361
266796487,"ASST_NON_FL0002L4H001710_086","FL0002L4H001710","CATHOLIC CHARITIES, DIOCESE OF VENICE, INC. ,","FL","2018-02-15","2018-02-1521500024575",83275
266826357,"ASST_NON_FL0630L4H081701_086","FL0630L4H081701","UNITED WAY OF NORTH CENTRAL FLORIDA, INC.","FL","2018-02-15","2018-02-1521500024083",32012
266813258,"ASST_NON_FL0239L4D001710_086","FL0239L4D001710","MIAMI-DADE COUNTY","FL","2018-02-15","2018-02-1521500021352",265408
266818496,"ASST_NON_FL0344L4D001706_086","FL0344L4D001706","MIAMI-DADE COUNTY","FL","2018-02-15","2018-02-1521500021414",496661
266813693,"ASST_NON_FL0244L4D001710_086","FL0244L4D001710","MIAMI-DADE COUNTY","FL","2018-02-15","2018-02-1521500021359",132993
266806515,"ASST_NON_FL0117L4H091710_086","FL0117L4H091710","MARTIN COUNTY","FL","2018-02-15","2018-02-1521500024456",109692
266820030,"ASST_NON_FL0390L4D001705_086","FL0390L4D001705","MIAMI-DADE COUNTY","FL","2018-02-15","2018-02-1521500021203",199196
266806611,"ASST_NON_FL0118L4H091710_086","FL0118L4H091710","MARTIN COUNTY","FL","2018-02-15","2018-02-1521500024453",117000
266826390,"ASST_NON_FL0637L4H121701_086","FL0637L4H121701","SAINT JOHNS COUNTY","FL","2018-02-15","2018-02-1521500024089",17956
266814269,"ASST_NON_FL0256L4D011710_086","FL0256L4D011710","COVENANT HOUSE FLORIDA, INC.","FL","2018-02-15","2018-02-1521500021381",179418
266809929,"ASST_NON_FL0181L4D001710_086","FL0181L4D001710","MIAMI-DADE COUNTY","FL","2018-02-15","2018-02-1521500021506",401388
