"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260078347,"ASST_NON_CA1277L9T051300_086","CA1277L9T051300","SHELTER, INC.","CA","2015-01-06","2015-01-06101600036690",367387
260077288,"ASST_NON_CA1259L9D071300_086","CA1259L9D071300","CITY OF PASADENA","CA","2015-01-06",NA,166818
260076355,"ASST_NON_CA1229L9T181300_086","CA1229L9T181300","CHANGE AND NEW BEGINNINGS","CA","2015-01-07","2015-01-07101600025414",105591
260077142,"ASST_NON_CA1242L9T011300_086","CA1242L9T011300","CITY & COUNTY OF SAN FRANCISCO","CA","2015-01-13",NA,79229
260077820,"ASST_NON_CA1261L9T151300_086","CA1261L9T151300","ADVOCATES FOR MENTALLY ILL HOUSING INC","CA","2015-01-13",NA,19755
260077285,"ASST_NON_CA1258L9T221300_086","CA1258L9T221300","DEPARTMENT OF HEALTH & HUMAN S","CA","2015-01-13",NA,30926
260078448,"ASST_NON_CA1285L9T131300_086","CA1285L9T131300","KINGS/TULARE CONTINUUM OF CARE ON HOMELESSNESS, INC.","CA","2015-01-13","2015-01-13101600025218",20010
260060179,"ASST_NON_CA0792L9D001204_086","CA0792L9D001204","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2015-01-14","2015-01-14101600007064",-166592
260052262,"ASST_NON_CA0665L9D081202_086","CA0665L9D081202","RIVERSIDE, COUNTY OF","CA","2015-01-14","2015-01-14101600007070",-22777.03
260060169,"ASST_NON_CA0791L9D001204_086","CA0791L9D001204","LOS ANGELES COUNTY DEVELOPMENT AUTHORITY LACDA","CA","2015-01-14","2015-01-14101600007076",-216567
260046239,"ASST_NON_CA0571L9D021205_086","CA0571L9D021205","COLETTE'S CHILDREN HOME, INC.","CA","2015-01-14","2015-01-14101600007058",-11284
260068826,"ASST_NON_CA1045L9D001202_086","CA1045L9D001202","CITY OF SANTA MONICA","CA","2015-01-14",NA,-64873
260068826,"ASST_NON_CA1045L9D001202_086","CA1045L9D001202","CITY OF SANTA MONICA","CA","2015-01-14",NA,64873
