"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260117017,"ASST_NON_CA1861L9T181900_086","CA1861L9T181900","SHELTER, INC.","CA","2021-01-04","2021-01-04210040073268",64972
260117151,"ASST_NON_CA1914L9T211900_086","CA1914L9T211900","CITY OF WOODLAND","CA","2021-01-04","2021-01-04210040073272",28472
260116949,"ASST_NON_CA1828D9T021900_086","CA1828D9T021900","RUBY'S PLACE","CA","2021-01-05","2021-01-05210050765394",705888
260116961,"ASST_NON_CA1830L9T031900_086","CA1830L9T031900","SACRAMENTO STEPS FORWARD","CA","2021-01-05","2021-01-05210050765414",507244
260116955,"ASST_NON_CA1829L9T031900_086","CA1829L9T031900","SACRAMENTO STEPS FORWARD","CA","2021-01-05","2021-01-05210050765410",359338
260116968,"ASST_NON_CA1832D9T031900_086","CA1832D9T031900","SACRAMENTO STEPS FORWARD","CA","2021-01-05","2021-01-05210050765389",255065
260117033,"ASST_NON_CA1865L9T201900_086","CA1865L9T201900","COUNTY OF MERCED","CA","2021-01-22","2021-01-22210220038220",28939
260116967,"ASST_NON_CA1831L9T031900_086","CA1831L9T031900","SACRAMENTO STEPS FORWARD","CA","2021-01-25","2021-01-25210250043272",609817
260117040,"ASST_NON_CA1867L9T221900_086","CA1867L9T221900","DEPARTMENT OF HEALTH & HUMAN S","CA","2021-01-27","2021-01-27210260037038",25089
260081042,"ASST_NON_CA1378L9T001702_086","CA1378L9T001702","WEST VALLEY COMMUNITY SERVICES OF SANTA CLARA COUNTY, INC.","CA","2021-02-05","2021-02-05210360110605",-433378
260066700,"ASST_NON_CA0950L9T001705_086","CA0950L9T001705","ABODE SERVICES","CA","2021-02-05","2021-02-05210360110618",-18782
260014258,"ASST_NON_CA0026L9T001710_086","CA0026L9T001710","ABODE SERVICES","CA","2021-02-05","2021-02-05210360110646",-51235
260057788,"ASST_NON_CA0749L9T021708_086","CA0749L9T021708","CITY OF BERKELEY","CA","2021-02-05","2021-02-05210360110636",-1951.34
260061008,"ASST_NON_CA0827L9T021704_086","CA0827L9T021704","CITY OF BERKELEY","CA","2021-02-05","2021-02-05210360110642",-1122.22
260081049,"ASST_NON_CA1379L9T001702_086","CA1379L9T001702","BILL WILSON CENTER","CA","2021-02-05","2021-02-05210360110611",-307833
260093245,"ASST_NON_CA1639L9T001700_086","CA1639L9T001700","BILL WILSON CENTER","CA","2021-02-05","2021-02-05210360110758",-202971
260015519,"ASST_NON_CA0032L9T001710_086","CA0032L9T001710","BILL WILSON CENTER","CA","2021-02-05","2021-02-05210360110652",-4181
260068335,"ASST_NON_CA1032L9T001707_086","CA1032L9T001707","BILL WILSON CENTER","CA","2021-02-05","2021-02-05210360110624",-25949
260034550,"ASST_NON_CA0285L9T151710_086","CA0285L9T151710","PLACER COUNTY- ADULT SYSTEM OF CARE","CA","2021-02-05","2021-02-05210360110630",-7013
260022308,"ASST_NON_CA0105L9T021710_086","CA0105L9T021710","BERKELEY FOOD AND HOUSING PROJECT","CA","2021-02-05","2021-02-05210360110658",-119456.08
260023814,"ASST_NON_CA0121L9T021811_086","CA0121L9T021811","CITY OF BERKELEY","CA","2021-02-22","2021-02-22210530041930",-4914.95
260022341,"ASST_NON_CA0108L9T021811_086","CA0108L9T021811","CITY OF BERKELEY","CA","2021-02-22","2021-02-22210530041918",-17820.41
260022836,"ASST_NON_CA0116L9T021811_086","CA0116L9T021811","CITY OF BERKELEY","CA","2021-02-22","2021-02-22210530041924",-231599.3
260117052,"ASST_NON_CA1874L9T291900_086","CA1874L9T291900","LAKE, COUNTY OF","CA","2021-02-23","2021-02-23210540119543",6280
