"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
266824771,"ASST_NON_FL0587L4D001500_086","FL0587L4D001500","MIAMI-DADE COUNTY","FL","2017-01-10",NA,767400
266824132,"ASST_NON_FL0568L4H081500_086","FL0568L4H081500","MERIDIAN BEHAVIORAL HEALTHCARE, INC.","FL","2017-01-17",NA,98941
266824121,"ASST_NON_FL0566L4H071500_086","FL0566L4H071500","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2017-01-17",NA,1165033
266824045,"ASST_NON_FL0557L4H041500_086","FL0557L4H041500","NEIGHBORHOOD CENTER OF WEST VOLUSIA, INC","FL","2017-01-26",NA,82500
266814235,"ASST_NON_FL0252L4D011609_086","FL0252L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,366241
266814299,"ASST_NON_FL0258L4D011609_086","FL0258L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,1015277
266823506,"ASST_NON_FL0534L4D011602_086","FL0534L4D011602","BROWARD, COUNTY OF","FL","2017-02-09",NA,322989
266801552,"ASST_NON_FL0050L4H031607_086","FL0050L4H031607","TRI-COUNTY HUMAN SERVICES, INC.","FL","2017-02-09",NA,106079
266808313,"ASST_NON_FL0155L4H031609_086","FL0155L4H031609","TRI-COUNTY HUMAN SERVICES, INC.","FL","2017-02-09",NA,83146
266820952,"ASST_NON_FL0456L4H101604_086","FL0456L4H101604","CHANGING HOMELESSNESS, INC.","FL","2017-02-09",NA,58269
266821435,"ASST_NON_FL0464L4D011604_086","FL0464L4D011604","BROWARD, COUNTY OF","FL","2017-02-09",NA,461812
266822953,"ASST_NON_FL0497L4D011603_086","FL0497L4D011603","BROWARD, COUNTY OF","FL","2017-02-09",NA,513830
266821440,"ASST_NON_FL0465L4D011604_086","FL0465L4D011604","BROWARD, COUNTY OF","FL","2017-02-09",NA,220149
266819454,"ASST_NON_FL0366L4D011607_086","FL0366L4D011607","BROWARD, COUNTY OF","FL","2017-02-09",NA,252981
266822957,"ASST_NON_FL0498L4D011603_086","FL0498L4D011603","BROWARD, COUNTY OF","FL","2017-02-09",NA,281529
266819969,"ASST_NON_FL0385L4H031604_086","FL0385L4H031604","TRI-COUNTY HUMAN SERVICES, INC.","FL","2017-02-09",NA,138223
266819438,"ASST_NON_FL0364L4D011607_086","FL0364L4D011607","BROWARD, COUNTY OF","FL","2017-02-09",NA,258039
266823933,"ASST_NON_FL0541L4D051602_086","FL0541L4D051602","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2017-02-09",NA,241049
266818513,"ASST_NON_FL0347L4D051605_086","FL0347L4D051605","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2017-02-09",NA,793830
266820120,"ASST_NON_FL0401L4D011606_086","FL0401L4D011606","BROWARD, COUNTY OF","FL","2017-02-09",NA,276978
266813743,"ASST_NON_FL0248L4D011609_086","FL0248L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,990462
266814282,"ASST_NON_FL0257L4D011609_086","FL0257L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,414389
266823459,"ASST_NON_FL0526L4H101602_086","FL0526L4H101602","CHANGING HOMELESSNESS, INC.","FL","2017-02-09",NA,69486
266815541,"ASST_NON_FL0289L4D051609_086","FL0289L4D051609","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2017-02-09",NA,1066069
266822101,"ASST_NON_FL0477L4D011603_086","FL0477L4D011603","BROWARD, COUNTY OF","FL","2017-02-09",NA,331372
266813704,"ASST_NON_FL0245L4D011607_086","FL0245L4D011607","BROWARD, COUNTY OF","FL","2017-02-09",NA,259386
266814218,"ASST_NON_FL0251L4D011609_086","FL0251L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,931654
266814316,"ASST_NON_FL0259L4D011609_086","FL0259L4D011609","BROWARD COUNTY HOUSING AUTHORITY","FL","2017-02-09",NA,1134229
266814252,"ASST_NON_FL0254L4D011609_086","FL0254L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,373810
266813760,"ASST_NON_FL0249L4D011609_086","FL0249L4D011609","BROWARD, COUNTY OF","FL","2017-02-09",NA,226952
266807371,"ASST_NON_FL0125L4H101609_086","FL0125L4H101609","CHANGING HOMELESSNESS, INC.","FL","2017-02-09",NA,538408
266823348,"ASST_NON_FL0503L4D051603_086","FL0503L4D051603","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2017-02-09",NA,451468
266807356,"ASST_NON_FL0124L4H101609_086","FL0124L4H101609","CHANGING HOMELESSNESS, INC.","FL","2017-02-09",NA,65600
266801622,"ASST_NON_FL0057L4H031609_086","FL0057L4H031609","TRI-COUNTY HUMAN SERVICES, INC.","FL","2017-02-09",NA,83362
266807326,"ASST_NON_FL0121L4H101608_086","FL0121L4H101608","CHANGING HOMELESSNESS, INC.","FL","2017-02-09",NA,76471
