"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
266834122,"ASST_NON_FL0811L4D011900_086","FL0811L4D011900","BROWARD, COUNTY OF","FL","2021-01-05","2021-01-05210050382445",329118
266820270,"ASST_NON_FL0419L4H091803_086","FL0419L4H091803","ST LUCIE COUNTY BOARD OF COUNTY COMMISSIONERS","FL","2021-01-28","2021-01-28210280019743",-8.98
266820243,"ASST_NON_FL0412L4H071802_086","FL0412L4H071802","COUNTY OF OSCEOLA","FL","2021-02-03","2021-02-03210340023046",-56529.4
266827294,"ASST_NON_FL0660L4D021802_086","FL0660L4D021802","JEWISH FAMILY & CHILDREN'S SERVICE OF THE SUNCOAST, INC","FL","2021-02-03","2021-02-03210340019748",-31935.74
266820134,"ASST_NON_FL0403L4H011805_086","FL0403L4H011805","TAMPA HILLSBOROUGH HOMELESS INITIATIVE INC.","FL","2021-02-05","2021-02-05210360053766",-16727.43
266829869,"ASST_NON_FL0718L4H011800_086","FL0718L4H011800","TAMPA HILLSBOROUGH HOMELESS INITIATIVE INC.","FL","2021-02-05","2021-02-05210360053760",-341.17
266829876,"ASST_NON_FL0719L4H011800_086","FL0719L4H011800","TAMPA HILLSBOROUGH HOMELESS INITIATIVE INC.","FL","2021-02-05","2021-02-05210360053755",-3301.22
266829843,"ASST_NON_FL0711L4D051801_086","FL0711L4D051801","THE LORDS PLACE, INC.","FL","2021-02-11","2021-02-11210420024517",-29197
266819474,"ASST_NON_FL0368L4D051809_086","FL0368L4D051809","THE LORDS PLACE, INC.","FL","2021-02-11","2021-02-11210420024511",-7092
266815473,"ASST_NON_FL0281L4D051811_086","FL0281L4D051811","JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, INC., THE","FL","2021-02-11","2021-02-11210420024522",-112811.1
266820835,"ASST_NON_FL0441L4H201807_086","FL0441L4H201807","LAKE COUNTY","FL","2021-02-18","2021-02-18210490014771",-8647
266823945,"ASST_NON_FL0547L4H011803_086","FL0547L4H011803","TAMPA HILLSBOROUGH HOMELESS INITIATIVE INC.","FL","2021-02-18","2021-02-18210490014777",-2004.76
266816114,"ASST_NON_FL0307L4H071810_086","FL0307L4H071810","SEMINOLE COUNTY","FL","2021-02-24","2021-02-24210550022800",-15419.02
266824906,"ASST_NON_FL0605L4H071803_086","FL0605L4H071803","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2021-02-24","2021-02-24210550022794",-8333
266824088,"ASST_NON_FL0561L4H071803_086","FL0561L4H071803","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2021-02-24","2021-02-24210550022788",-175339.31
266824098,"ASST_NON_FL0562L4H071803_086","FL0562L4H071803","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2021-02-24","2021-02-24210550022806",-57700.1
266824108,"ASST_NON_FL0563L4H071803_086","FL0563L4H071803","HOMELESS SERVICES NETWORK OF CENTRAL FLORIDA, INC.","FL","2021-02-25","2021-02-25210560019296",-39241.74
266816076,"ASST_NON_FL0302L4H061810_086","FL0302L4H061810","BIG BEND HOMELESS COALITION, INC.","FL","2021-03-03","2021-03-03210620234582",-287.24
266806611,"ASST_NON_FL0118L4H091710_086","FL0118L4H091710","MARTIN COUNTY","FL","2021-03-08","2021-03-08210670017350",-701.6
266823372,"ASST_NON_FL0505L4H011805_086","FL0505L4H011805","CATHOLIC CHARITIES DIOCESE OF SAINT PETERSBURG INC","FL","2021-03-22","2021-03-22210810019956",-129507.57
266832603,"ASST_NON_FL0795L4H131900_086","FL0795L4H131900","BREVARD C.A.R.E.S., INC.","FL","2021-03-22","2021-03-22210810020372",20000
266827106,"ASST_NON_FL0650L4H191802_086","FL0650L4H191802","CATHOLIC CHARITIES DIOCESE OF SAINT PETERSBURG INC","FL","2021-03-29","2021-03-29210880014972",-25685.64
266818517,"ASST_NON_FL0347L4D052009_086","FL0347L4D052009","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2021-04-05","2021-04-05210950018760",922973
266814320,"ASST_NON_FL0259L4D012013_086","FL0259L4D012013","BROWARD COUNTY HOUSING AUTHORITY","FL","2021-04-05","2021-04-05210950018464",1222579
266829167,"ASST_NON_FL0708L4D042003_086","FL0708L4D042003","FLORIDA KEYS OUTREACH COALITION, INC.","FL","2021-04-05","2021-04-05210950018387",31410
266813764,"ASST_NON_FL0249L4D012013_086","FL0249L4D012013","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018497",226952
266823463,"ASST_NON_FL0526L4H102006_086","FL0526L4H102006","CHANGING HOMELESSNESS, INC.","FL","2021-04-05","2021-04-05210950020858",78210
266814222,"ASST_NON_FL0251L4D012013_086","FL0251L4D012013","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018515",1094350
266814256,"ASST_NON_FL0254L4D012013_086","FL0254L4D012013","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018519",428674
266807360,"ASST_NON_FL0124L4H102013_086","FL0124L4H102013","CHANGING HOMELESSNESS, INC.","FL","2021-04-05","2021-04-05210950020847",65600
266829863,"ASST_NON_FL0715L4D012002_086","FL0715L4D012002","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018668",386833
266823352,"ASST_NON_FL0503L4D052007_086","FL0503L4D052007","GULFSTREAM GOODWILL INDUSTRIES INC","FL","2021-04-05","2021-04-05210950018768",774099
266827306,"ASST_NON_FL0662L4D042004_086","FL0662L4D042004","FLORIDA KEYS OUTREACH COALITION, INC.","FL","2021-04-05","2021-04-05210950018391",22443
266822961,"ASST_NON_FL0498L4D012007_086","FL0498L4D012007","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018644",324021
266807375,"ASST_NON_FL0125L4H102013_086","FL0125L4H102013","CHANGING HOMELESSNESS, INC.","FL","2021-04-05","2021-04-05210950020843",607629
266813747,"ASST_NON_FL0248L4D012013_086","FL0248L4D012013","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018493",1099438
266832535,"ASST_NON_FL0786D4H102001_086","FL0786D4H102001","CHANGING HOMELESSNESS, INC.","FL","2021-04-05","2021-04-05210950020854",578654
266832518,"ASST_NON_FL0777D4H062001_086","FL0777D4H062001","REFUGE HOUSE, INC.","FL","2021-04-05","2021-04-05210950020894",224278
266829856,"ASST_NON_FL0714L4D012002_086","FL0714L4D012002","BROWARD, COUNTY OF","FL","2021-04-05","2021-04-05210950018664",746737
266807330,"ASST_NON_FL0121L4H102012_086","FL0121L4H102012","CHANGING HOMELESSNESS, INC.","FL","2021-04-05","2021-04-05210950020851",76471
