"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260095120,"ASST_NON_CA1681L9T271700_086","CA1681L9T271700","EMPOWER TEHAMA","CA","2019-01-30","2019-01-30190300038364",5524
260093343,"ASST_NON_CA1673L9T191700_086","CA1673L9T191700","COMMUNITY ACTION AGENCY OF BUTTE COUNTY, INC.","CA","2019-01-30","2019-01-30190300038368",17105
260074444,"ASST_NON_CA1183L9T131805_086","CA1183L9T131805","KINGS COMMUNITY ACTION ORGANIZATION, INCORPORATED","CA","2019-01-31","2019-01-31190310076700",84523
260064231,"ASST_NON_CA0890L9T041809_086","CA0890L9T041809","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2019-01-31","2019-01-31190310077768",74186
260066837,"ASST_NON_CA0965L9T101805_086","CA0965L9T101805","STANISLAUS COUNTY AFFORDABLE HOUSING CORP","CA","2019-01-31","2019-01-31190310077630",74468
260093336,"ASST_NON_CA1671L9T181801_086","CA1671L9T181801","CHANGE AND NEW BEGINNINGS","CA","2019-01-31","2019-01-31190310075639",38195
260025308,"ASST_NON_CA0170L9T041811_086","CA0170L9T041811","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2019-01-31","2019-01-31190310076525",853874
260093285,"ASST_NON_CA1649L9T041801_086","CA1649L9T041801","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2019-01-31","2019-01-31190310075682",240014
260021791,"ASST_NON_CA0091L9T021811_086","CA0091L9T021811","BONITA HOUSE, INC.","CA","2019-01-31","2019-01-31190310077012",40897
260093349,"ASST_NON_CA1679L9T241700_086","CA1679L9T241700","SUTTER YUBA HOMELESS CONSORTIUM","CA","2019-01-31","2019-01-31190310075364",2490
260025469,"ASST_NON_CA0189L9T051810_086","CA0189L9T051810","COUNTY OF CONTRA COSTA","CA","2019-01-31","2019-01-31190310076439",274726
260084775,"ASST_NON_CA1548L9T051802_086","CA1548L9T051802","COUNTY OF CONTRA COSTA","CA","2019-01-31","2019-01-31190310075928",666691
260093223,"ASST_NON_CA1633L9T131802_086","CA1633L9T131802","KINGS COMMUNITY ACTION ORGANIZATION, INCORPORATED","CA","2019-01-31","2019-01-31190310075717",108220
260081151,"ASST_NON_CA1382L9T001803_086","CA1382L9T001803","YWCA GOLDEN GATE SILICON VALLEY","CA","2019-01-31","2019-01-31190310076174",423078
260068357,"ASST_NON_CA1034L9T061808_086","CA1034L9T061808","COMMUNITY HUMAN SERVICES","CA","2019-01-31","2019-01-31190310077576",130574
269026781,"ASST_NON_NV0106L9T001802_086","NV0106L9T001802","THE SALVATION ARMY","CA","2019-01-31","2019-01-31190310075530",272370
269285126,"ASST_NON_OR0135L0E011807_086","OR0135L0E011807","THE SALVATION ARMY","CA","2019-01-31","2019-01-31190310008007",599519
260070658,"ASST_NON_CA1071L9T051806_086","CA1071L9T051806","COUNTY OF CONTRA COSTA","CA","2019-01-31","2019-01-31190310077611",408620
260068374,"ASST_NON_CA1037L9T101808_086","CA1037L9T101808","STANISLAUS COUNTY AFFORDABLE HOUSING CORP","CA","2019-01-31","2019-01-31190310077582",104673
