"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260075850,"ASST_NON_CA1210L9T181200_086","CA1210L9T181200","COMMUNITY ACTION PARTNERSHIP OF SOLANO JPA","CA","2014-01-08",NA,14737
260045126,"ASST_NON_CA0552L9D011205_086","CA0552L9D011205","YWCA OF SAN DIEGO COUNTY","CA","2014-01-10",NA,552541
260074966,"ASST_NON_CA1193L9T221200_086","CA1193L9T221200","DEPARTMENT OF HEALTH & HUMAN S","CA","2014-01-21",NA,9142
260074434,"ASST_NON_CA1180L9T121200_086","CA1180L9T121200","SAN MATEO, COUNTY OF","CA","2014-01-21",NA,77761
260074474,"ASST_NON_CA1187L9T151200_086","CA1187L9T151200","STAND UP PLACER, INC.","CA","2014-01-21",NA,13878
260041556,"ASST_NON_CA0441L9D001205_086","CA0441L9D001205","LOS ANGELES HOMELESS SERVICES AUTHORITY","CA","2014-01-27",NA,308821
260074981,"ASST_NON_CA1197L9D041200_086","CA1197L9D041200","HOUSING AUTHORITY OF THE COUNTY OF KERN","CA","2014-01-31",NA,377188
260055531,"ASST_NON_CA0715L9D111205_086","CA0715L9D111205","VENTURA, COUNTY OF","CA","2014-02-06",NA,45389
260075402,"ASST_NON_CA1200L9D041200_086","CA1200L9D041200","BETHANY SERVICES","CA","2014-02-07",NA,116441
260074993,"ASST_NON_CA1198L9D041200_086","CA1198L9D041200","CLINICA SIERRA VISTA","CA","2014-02-07",NA,59814
260055556,"ASST_NON_CA0718L9D111205_086","CA0718L9D111205","VENTURA, COUNTY OF","CA","2014-02-12",NA,50020
260032426,"ASST_NON_CA0253L9T111205_086","CA0253L9T111205","COUNTY OF SAN JOAQUIN COM DEV SERVICES","CA","2014-02-14",NA,456714
260073633,"ASST_NON_CA1167L9T011200_086","CA1167L9T011200","CITY & COUNTY OF SAN FRANCISCO","CA","2014-02-19",NA,250000
260016885,"ASST_NON_CA0045L9T011205_086","CA0045L9T011205","CITY & COUNTY OF SAN FRANCISCO","CA","2014-02-21",NA,-38135
260074066,"ASST_NON_CA1172L9T041200_086","CA1172L9T041200","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2014-02-25",NA,32075
260074078,"ASST_NON_CA1179L9T081200_086","CA1179L9T081200","COUNTY OF SANTA CRUZ","CA","2014-02-25",NA,21840
