"internal_id","generated_internal_id","award_id","recipient_name","recipient_state","action_date","modification_number","federal_action_obligation"
260085239,"ASST_NON_CA1562L9T101802_086","CA1562L9T101802","WE CARE PROGRAM - TURLOCK","CA","2020-01-02","2020-01-02200020016090",35464
260116755,"ASST_NON_CA1757D9T121800_086","CA1757D9T121800","CORA COMMUNITY OVERCOMING RELATIONSHIP ABUSE","CA","2020-01-09","2020-01-09200090024632",270461
260116761,"ASST_NON_CA1758L9T131800_086","CA1758L9T131800","CHAMPIONS RECOVERY ALTERNATIVE PROGRAMS, INC.","CA","2020-01-13","2020-01-13200130044621",215581
260116767,"ASST_NON_CA1760L9T141800_086","CA1760L9T141800","WESTCARE CALIFORNIA, INC.","CA","2020-01-16","2020-01-16200160034727",534169
260116718,"ASST_NON_CA1741L9T031800_086","CA1741L9T031800","SACRAMENTO STEPS FORWARD","CA","2020-01-22","2020-01-22200220047770",683930
260116822,"ASST_NON_CA1777L9T201800_086","CA1777L9T201800","COUNTY OF MERCED","CA","2020-01-28","2020-01-28200280028690",28304
260116896,"ASST_NON_CA1806D9D071800_086","CA1806D9D071800","CITY OF PASADENA","CA","2020-01-30","2020-01-30200300032970",144511
260116895,"ASST_NON_CA1804L9D071800_086","CA1804L9D071800","CITY OF PASADENA","CA","2020-01-31","2020-01-31200310055046",94898
260012279,"ASST_NON_CA0014L9T001306_086","CA0014L9T001306","CATHOLIC CHARITIES OF SANTA CLARA COUNTY","CA","2020-02-04","2020-02-04200350392908",-89792
260011847,"ASST_NON_CA0006L9T001305_086","CA0006L9T001305","CATHOLIC CHARITIES OF SANTA CLARA COUNTY","CA","2020-02-04","2020-02-04200350392896",-216490
260011786,"ASST_NON_CA0001L9T001303_086","CA0001L9T001303","CATHOLIC CHARITIES OF SANTA CLARA COUNTY","CA","2020-02-04","2020-02-04200350392902",-78511
260067730,"ASST_NON_CA1007L9D041303_086","CA1007L9D041303","COUNTY OF KERN","CA","2020-02-04","2020-02-04200350433180",-30
260060979,"ASST_NON_CA0824L9T001401_086","CA0824L9T001401","EDEN HOUSING, INC.","CA","2020-02-04","2020-02-04200350392982",-87353.42
260116741,"ASST_NON_CA1749L9T071800_086","CA1749L9T071800","COUNTY OF MARIN","CA","2020-02-06","2020-02-06200370034666",125866
260116828,"ASST_NON_CA1785L9T271800_086","CA1785L9T271800","EMPOWER TEHAMA","CA","2020-02-11","2020-02-11200420076002",5902
260064229,"ASST_NON_CA0890L9T041607_086","CA0890L9T041607","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2020-02-13","2020-02-13200440020389",-5866.66
260025307,"ASST_NON_CA0170L9T041710_086","CA0170L9T041710","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2020-02-13","2020-02-13200440020754",-296618.04
260064243,"ASST_NON_CA0891L9T041708_086","CA0891L9T041708","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2020-02-13","2020-02-13200440020786",-24415.29
260025271,"ASST_NON_CA0169L9T041608_086","CA0169L9T041608","SONOMA COUNTY COMMUNITY DEVELOPMENT COMMISSION","CA","2020-02-13","2020-02-13200440020461",-603.92
260081150,"ASST_NON_CA1382L9T001702_086","CA1382L9T001702","YWCA GOLDEN GATE SILICON VALLEY","CA","2020-02-13","2020-02-13200440020763",-235064.65
260079070,"ASST_NON_CA1292L9T001602_086","CA1292L9T001602","YWCA GOLDEN GATE SILICON VALLEY","CA","2020-02-13","2020-02-13200440020413",-243396.08
